Gen,Min,Avg,Max
1,0.6628197849101278,0.8771240149651242,1.2149846585454607
2,0.8986464866158892,1.033477678749886,1.2149846585454607
3,1.1943435325023541,1.3631108540366796,1.5564750213401768
4,1.4578434099147908,1.5217484128060772,1.5788816161578283
5,1.519754525360505,1.6347719458914658,1.829821589164673
6,1.6361650952085491,1.7122761543161602,1.829821589164673
7,1.6361650952085491,1.7122761543161602,1.829821589164673
8,1.6869343668699663,1.8600508067027175,2.375038357141337
