Block0 X,Block0 Y,Block0 Z,Mass0,Block1 X,Block1 Y,Block1 Z,Mass1,Block2 X,Block2 Y,Block2 Z,Mass2,Block3 X,Block3 Y,Block3 Z,Mass3
|[0.1832246340233316, 0.27617738029372435, 0.0711427309038631, 3.6]|,|[0.15161064743529615, 0.1830073675324876, 0.12974906127835095, 3.6]|,|[0.2048137549431473, 0.208347383499825, 0.08436364396705426, 3.6]|,|[0.1741463310551127, 0.1713213023923011, 0.12066374615666683, 3.6]|
|[0.27467518381654205, 0.13092854738048298, 0.10010337670549552]|,|[0.05088490035243661, 0.074633057065832, 0.9479432558904175]|,|[0.058775367781185014, 0.31808849697416536, 0.19255694249243405]|,|[0.07376052763435403, 0.16145547709663136, 0.30229133861879837]|
|[0.16814901230448376, 0.4739591323733163, 0.045171788321566625]|,|[0.06541483867456543, 0.026532809905005457, 2.0741634668266467]|,|[0.1775898260061383, 0.16784515277702583, 0.12077460209087447]|,|[0.026665973195237194, 0.19745945941355605, 0.6837024227219283]|
|[0.21682038230093725, 0.15174843660965306, 0.10941532872597848]|,|[0.19807225434410286, 0.28577238621482076, 0.0636002166510906]|,|[0.026470686468640463, 0.05679336602037661, 2.394636994256943]|,|[0.06417911521041436, 0.06463368324808692, 0.8678603950197327]|
|[0.21682038230093725, 0.15174843660965306, 0.10941532872597848]|,|[0.19807225434410286, 0.28577238621482076, 0.0636002166510906]|,|[0.026470686468640463, 0.05679336602037661, 2.394636994256943]|,|[0.06417911521041436, 0.06463368324808692, 0.8678603950197327]|
|[0.21682038230093725, 0.15174843660965306, 0.10941532872597848]|,|[0.19807225434410286, 0.28577238621482076, 0.0636002166510906]|,|[0.026470686468640463, 0.05679336602037661, 2.394636994256943]|,|[0.06417911521041436, 0.06463368324808692, 0.8678603950197327]|
|[0.4197781491181639, 0.1407648045182275, 0.06092402545222302]|,|[0.05159442093408788, 0.03295025253081005, 2.1175857746965083]|,|[0.1352005032809369, 0.49864292580071473, 0.05339917291097556]|,|[0.2006715870775691, 0.2106249413236688, 0.08517395582005483]|
|[0.4197781491181639, 0.1407648045182275, 0.06092402545222302]|,|[0.05159442093408788, 0.03295025253081005, 2.1175857746965083]|,|[0.1352005032809369, 0.49864292580071473, 0.05339917291097556]|,|[0.2006715870775691, 0.2106249413236688, 0.08517395582005483]|
|[0.4197781491181639, 0.1407648045182275, 0.06092402545222302]|,|[0.05159442093408788, 0.03295025253081005, 2.1175857746965083]|,|[0.1352005032809369, 0.49864292580071473, 0.05339917291097556]|,|[0.2006715870775691, 0.2106249413236688, 0.08517395582005483]|
|[0.4197781491181639, 0.1407648045182275, 0.06092402545222302]|,|[0.05159442093408788, 0.03295025253081005, 2.1175857746965083]|,|[0.1352005032809369, 0.49864292580071473, 0.05339917291097556]|,|[0.2006715870775691, 0.2106249413236688, 0.08517395582005483]|
