Block0 X,Block0 Y,Block0 Z,Mass0,Block1 X,Block1 Y,Block1 Z,Mass1,Block2 X,Block2 Y,Block2 Z,Mass2,Block3 X,Block3 Y,Block3 Z,Mass3
|[1.325782584693898e-07, 0.0410064170102486, 662183.5182986695, 3.6]|,|[1353590.7901348341, 1.7042417580017674e-07, 0.0156057234920347, 3.6]|,|[0.020147983114196754, 3206.7610936340657, 5.571912871777845e-05, 3.6]|,|[0.007185846161802967, 2.5030722764342604e-05, 20014.79726170866, 3.6]|
|[1.325782584693898e-07, 0.0410064170102486, 662183.5182986695, 3.6]|,|[1353590.7901348341, 1.7042417580017674e-07, 0.0156057234920347, 3.6]|,|[0.020147983114196754, 3206.7610936340657, 5.571912871777845e-05, 3.6]|,|[0.007185846161802967, 2.5030722764342604e-05, 20014.79726170866, 3.6]|
|[1.325782584693898e-07, 0.0410064170102486, 662183.5182986695, 3.6]|,|[1353590.7901348341, 1.7042417580017674e-07, 0.0156057234920347, 3.6]|,|[0.020147983114196754, 3206.7610936340657, 5.571912871777845e-05, 3.6]|,|[0.007185846161802967, 2.5030722764342604e-05, 20014.79726170866, 3.6]|
|[1.325782584693898e-07, 0.0410064170102486, 662183.5182986695, 3.6]|,|[1353590.7901348341, 1.7042417580017674e-07, 0.0156057234920347, 3.6]|,|[0.020147983114196754, 3206.7610936340657, 5.571912871777845e-05, 3.6]|,|[0.007185846161802967, 2.5030722764342604e-05, 20014.79726170866, 3.6]|
|[1.325782584693898e-07, 0.0410064170102486, 662183.5182986695, 3.6]|,|[1353590.7901348341, 1.7042417580017674e-07, 0.0156057234920347, 3.6]|,|[0.020147983114196754, 3206.7610936340657, 5.571912871777845e-05, 3.6]|,|[0.007185846161802967, 2.5030722764342604e-05, 20014.79726170866, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
|[1.4189137514048222e-10, 9.745622919020684, 2603376.0162849594, 3.6]|,|[3.2093465266985074e-12, 0.07075326566845912, 15854019889.369097, 3.6]|,|[0.5960167503562175, 0.31010423440431395, 0.019477640198213676, 3.6]|,|[7.218700086871159e-05, 0.5901753424665512, 84.50111535456318, 3.6]|
